"","AddressCodeID","HouseNumber","StreetDorm","City","AddressNote","Latitude","Longitude","address"
"623",1347,508,"Lawrence St.","Ann Arbor","",NA,NA,"508 Lawrence St."
"624",1349,707,"Lawrence St.","Ann Arbor","",NA,NA,"707 Lawrence St."
"625",1350,712,"Lawrence St.","Ann Arbor","",NA,NA,"712 Lawrence St."
"626",2128,418,"Lawrence St.","Ann Arbor","",42.28359,-83.74284,"418 Lawrence St."
"627",2173,414,"Lawrence St.","Ann Arbor","",NA,NA,"414 Lawrence St."
"628",1348,602,"Lawrence St.","Ann Arbor","Vail House Cooperative 1961 - Present",NA,NA,"602 Lawrence St."
"629",17,NA,"Lawyers Club","Ann Arbor","",42.274996,-83.73936,"Lawyers Club"
"630",2092,1116,"Lawyers Club","Ann Arbor","",NA,NA,"1116 Lawyers Club"
"631",1353,2421,"Ledyard St.","Ann Arbor","",NA,NA,"2421 Ledyard St."
"632",1354,411,"Lenawee Drive","Ann Arbor","",NA,NA,"411 Lenawee Drive"
"633",1355,608,"Leona Dr.","Ann Arbor","",NA,NA,"608 Leona Dr."
"634",603,1102,"Lincoln Ave.","Ann Arbor","",42.268637,-83.72983,"1102 Lincoln Ave."
"635",734,1020,"Lincoln Ave.","Ann Arbor","",NA,NA,"1020 Lincoln Ave."
"636",1358,1011,"Lincoln Ave.","Ann Arbor","",NA,NA,"1011 Lincoln Ave."
"637",1359,1104,"Lincoln Ave.","Ann Arbor","",42.268618,-83.72988,"1104 Lincoln Ave."
"638",1360,800,"Lincoln Ave.","Ann Arbor","",NA,NA,"800 Lincoln Ave."
"639",1361,914,"Lincoln Ave.","Ann Arbor","",NA,NA,"914 Lincoln Ave."
"640",647,526,"Linden St.","Ann Arbor","",NA,NA,"526 Linden St."
"641",736,1841,"Linden St.","Ann Arbor","",NA,NA,"1841 Linden St."
"642",1363,1205,"Linwood Ave.","Ann Arbor","",NA,NA,"1205 Linwood Ave."
"643",708,541,"Longshore Drive","Ann Arbor","",NA,NA,"541 Longshore Drive"
"644",737,509,"Longshore Drive","Ann Arbor","",NA,NA,"509 Longshore Drive"
"645",1380,533,"Longshore Drive","Ann Arbor","",NA,NA,"533 Longshore Drive"
"646",1381,537,"Longshore Drive","Ann Arbor","",NA,NA,"537 Longshore Drive"
"647",712,1922,"Lorraine Place","Ann Arbor","",42.268927,-83.72233,"1922 Lorraine Place"
"648",1384,523,"Mack Rd","Ann Arbor","",NA,NA,"523 Mack Rd"
"649",1386,700,"Madison Pl.","Ann Arbor","",NA,NA,"700 Madison Pl."
"650",1390,17,"Madison Pl.","Ann Arbor","",42.272819,-83.75964,"17 Madison Pl."
"651",1388,600,"Madison St.","Ann Arbor","",NA,NA,"600 Madison St."
"652",1394,942,"Maiden Lane","Ann Arbor","",42.289316,-83.73729,"942 Maiden Lane"
"653",2202,945,"Maiden Lane","Ann Arbor","",NA,NA,"945 Maiden Lane"
"654",738,1101,"Maiden Lane Ct.","Ann Arbor","",NA,NA,"1101 Maiden Lane Ct."
"655",1395,1102,"Maiden Lane Ct.","Ann Arbor","",NA,NA,"1102 Maiden Lane Ct."
"656",1396,1105,"Maiden Lane Ct.","Ann Arbor","",NA,NA,"1105 Maiden Lane Ct."
"657",1397,1110,"Maiden Lane Ct.","Ann Arbor","",NA,NA,"1110 Maiden Lane Ct."
"658",1398,1118,"Maiden Lane Ct.","Ann Arbor","",NA,NA,"1118 Maiden Lane Ct."
"659",1404,1013,"Manor Drive","Ann Arbor","",NA,NA,"1013 Manor Drive"
"660",1405,448,"Manor Drive","Ann Arbor","",NA,NA,"448 Manor Drive"
"661",20,NA,"Martha Cook","Ann Arbor","dorm",NA,NA,"Martha Cook"
"662",1406,1101,"Martin Place","Ann Arbor","",NA,NA,"1101 Martin Place"
"663",739,602,"Mary Court","Ann Arbor","",NA,NA,"602 Mary Court"
"664",9,NA,"Mary Markley","Ann Arbor","dorm",42.281111,-83.72892,"Mary Markley"
"665",9.1,NA,"Mary Markley - Blagdon","Ann Arbor","dorm",NA,NA,"Mary Markley - Blagdon"
"666",9.2,NA,"Mary Markley - Elliot","Ann Arbor","dorm",NA,NA,"Mary Markley - Elliot"
"667",9.3,NA,"Mary Markley - Fisher","Ann Arbor","dorm",NA,NA,"Mary Markley - Fisher"
"668",9.4,NA,"Mary Markley - Little","Ann Arbor","dorm",NA,NA,"Mary Markley - Little"
"669",9.5,NA,"Mary Markley - Scott","Ann Arbor","dorm",NA,NA,"Mary Markley - Scott"
"670",624,912,"Mary St.","Ann Arbor","",42.270576,-83.74219,"912 Mary St."
"671",1407,43712,"Mary St.","Ann Arbor","",NA,NA,"437 1/2 Mary St."
"672",1408,908,"Mary St.","Ann Arbor","",NA,NA,"908 Mary St."
"673",1409,909,"Mary St.","Ann Arbor","",NA,NA,"909 Mary St."
"674",702,400,"Maynard St.","Ann Arbor","",NA,NA,"400 Maynard St."
"675",740,10,"Maynard St.","Ann Arbor","",42.27803,-83.74201,"10 Maynard St."
"676",1411,322,"Maynard St.","Ann Arbor","",42.278667,-83.74238,"322 Maynard St."
"677",1412,324,"Maynard St.","Ann Arbor","",NA,NA,"324 Maynard St."
"678",1413,426,"Maynard St.","Ann Arbor","",NA,NA,"426 Maynard St."
"679",1414,433,"Maynard St.","Ann Arbor","",NA,NA,"433 Maynard St."
"680",1410,400,"Maynard St. ","Ann Arbor","",NA,NA,"400 Maynard St. "
"681",682,1159,"McIntyre St.","Ann Arbor","",NA,NA,"1159 McIntyre St."
"682",741,1415,"McIntyre St.","Ann Arbor","",NA,NA,"1415 McIntyre St."
"683",742,1416,"McIntyre St.","Ann Arbor","",NA,NA,"1416 McIntyre St."
"684",1415,1116,"McIntyre St.","Ann Arbor","",NA,NA,"1116 McIntyre St."
"685",1416,1169,"McIntyre St.","Ann Arbor","",NA,NA,"1169 McIntyre St."
"686",1417,1316,"McIntyre St.","Ann Arbor","",NA,NA,"1316 McIntyre St."
"687",1418,1350,"McIntyre St.","Ann Arbor","",NA,NA,"1350 McIntyre St."
"688",1419,1366,"McIntyre St.","Ann Arbor","",NA,NA,"1366 McIntyre St."
"689",1420,1402,"McIntyre St.","Ann Arbor","",NA,NA,"1402 McIntyre St."
"690",1421,1406,"McIntyre St.","Ann Arbor","",NA,NA,"1406 McIntyre St."
"691",1422,1428,"McIntyre St.","Ann Arbor","",NA,NA,"1428 McIntyre St."
"692",1423,1561,"McIntyre St.","Ann Arbor","",NA,NA,"1561 McIntyre St."
"693",1424,1644,"McIntyre St.","Ann Arbor","",NA,NA,"1644 McIntyre St."
"694",1425,1646,"McIntyre St.","Ann Arbor","",NA,NA,"1646 McIntyre St."
"695",1426,1667,"McIntyre St.","Ann Arbor","",NA,NA,"1667 McIntyre St."
"696",1427,1811,"McIntyre St.","Ann Arbor","",NA,NA,"1811 McIntyre St."
"697",1428,1927,"McIntyre St.","Ann Arbor","",NA,NA,"1927 McIntyre St."
"698",2093,1636,"McIntyre St.","Ann Arbor","",NA,NA,"1636 McIntyre St."
"699",607,824,"McKinley Ave.","Ann Arbor","",NA,NA,"824 McKinley Ave."
"700",743,874,"McKinley Ave.","Ann Arbor","",NA,NA,"874 McKinley Ave."
"701",1429,827,"McKinley Ave.","Ann Arbor","",NA,NA,"827 McKinley Ave."
"702",1430,1217,"Meadowbrook Ave.","Ann Arbor","",NA,NA,"1217 Meadowbrook Ave."
"703",1432,1113,"Michigan Ave.","Ann Arbor","",42.267197,-83.73504,"1113 Michigan Ave."
"704",1435,1110,"Michigan Ave.","Ann Arbor","",NA,NA,"1110 Michigan Ave."
"705",1433,NA,"Michigan League","Ann Arbor","",NA,NA,"Michigan League"
"706",836,NA,"Michigan Union","Ann Arbor","",NA,NA,"Michigan Union"
"707",597,724,"Miller Ave.","Ann Arbor","",42.285256,-83.75625,"724 Miller Ave."
"708",620,833,"Miller Ave.","Ann Arbor","",NA,NA,"833 Miller Ave."
"709",634,108,"Miller Ave.","Ann Arbor","",42.283296,-83.74961,"108 Miller Ave."
"710",648,801,"Miller Ave.","Ann Arbor","",NA,NA,"801 Miller Ave."
"711",1436,2509,"Miller Ave.","Ann Arbor","",NA,NA,"2509 Miller Ave."
"712",1437,2527,"Miller Ave.","Ann Arbor","",NA,NA,"2527 Miller Ave."
"713",1438,2541,"Miller Ave.","Ann Arbor","",NA,NA,"2541 Miller Ave."
"714",1439,57,"Miller Ave.","Ann Arbor","",42.283283,-83.74896,"57 Miller Ave."
"715",1440,701,"Miller Ave.","Ann Arbor","",NA,NA,"701 Miller Ave."
"716",1441,728,"Miller Ave.","Ann Arbor","",NA,NA,"728 Miller Ave."
"717",2158,837,"Miller Ave.","Ann Arbor","",NA,NA,"837 Miller Ave."
"718",677,627,"Miner St.","Ann Arbor","",NA,NA,"627 Miner St."
"719",1442,1019,"Miner St.","Ann Arbor","",NA,NA,"1019 Miner St."
"720",1443,1110,"Miner St.","Ann Arbor","",NA,NA,"1110 Miner St."
"721",1444,512,"Miner St.","Ann Arbor","",NA,NA,"512 Miner St."
"722",1445,611,"Miner St.","Ann Arbor","",NA,NA,"611 Miner St."
"723",1446,615,"Miner St.","Ann Arbor","",NA,NA,"615 Miner St."
"724",1447,621,"Miner St.","Ann Arbor","",NA,NA,"621 Miner St."
"725",1448,916,"Miner St.","Ann Arbor","",NA,NA,"916 Miner St."
"726",302,608,"Monroe St.","Ann Arbor","",NA,NA,"608 Monroe St."
"727",633,1010,"Monroe St.","Ann Arbor","",NA,NA,"1010 Monroe St."
"728",1449,1101,"Monroe St.","Ann Arbor","",NA,NA,"1101 Monroe St."
"729",1450,514,"Monroe St.","Ann Arbor","",NA,NA,"514 Monroe St."
"730",1451,6,"Monroe St.","Ann Arbor","",42.273256,-83.74062,"6 Monroe St."
"731",1452,614,"Monroe St.","Ann Arbor","",NA,NA,"614 Monroe St."
"732",1453,802,"Monroe St.","Ann Arbor","",NA,NA,"802 Monroe St."
"733",1454,804,"Monroe St.","Ann Arbor","",NA,NA,"804 Monroe St."
"734",1455,814,"Monroe St.","Ann Arbor","",NA,NA,"814 Monroe St."
"735",1456,908,"Monroe St.","Ann Arbor","",NA,NA,"908 Monroe St."
"736",1457,912,"Monroe St.","Ann Arbor","",NA,NA,"912 Monroe St."
"737",1458,1514,"Montclaire","Ann Arbor","",NA,NA,"1514 Montclaire"
"738",1459,407,"Montgomery St.","Ann Arbor","",NA,NA,"407 Montgomery St."
"739",1460,707,"Moore St.","Ann Arbor","",NA,NA,"707 Moore St."
"740",1462,1217,"Morningside Dr.","Ann Arbor","",NA,NA,"1217 Morningside Dr."
"741",10,NA,"Mosher","Ann Arbor","dorm",42.257468,-83.71907,"Mosher"
"742",301,207,"Mosley St.","Ann Arbor","",NA,NA,"207 Mosley St."
"743",303,119,"Mosley St.","Ann Arbor","",NA,NA,"119 Mosley St."
"744",293,1586,"Murfin Ave.","Ann Arbor","",NA,NA,"1586 Murfin Ave."
"745",294,1634,"Murfin Ave.","Ann Arbor","",NA,NA,"1634 Murfin Ave."
"746",295,1678,"Murfin Ave.","Ann Arbor","",NA,NA,"1678 Murfin Ave."
"747",297,1700,"Murfin Ave.","Ann Arbor","",NA,NA,"1700 Murfin Ave."
"748",298,1738,"Murfin Ave.","Ann Arbor","",42.294661,-83.71917,"1738 Murfin Ave."
"749",1468,1585,"Murfin Ave.","Ann Arbor","",NA,NA,"1585 Murfin Ave."
"750",1469,1643,"Murfin Ave.","Ann Arbor","",NA,NA,"1643 Murfin Ave."
"751",1470,167812,"Murfin Ave.","Ann Arbor","",NA,NA,"1678-12 Murfin Ave."
"752",1471,167826,"Murfin Ave.","Ann Arbor","",NA,NA,"1678-26 Murfin Ave."
"753",1472,167813,"Murfin Ave.","Ann Arbor","",NA,NA,"167813 Murfin Ave."
"754",1474,1700,"Murfin Ct","Ann Arbor","check",NA,NA,"1700 Murfin Ct"
"755",1473,1800,"Murfin Ct.","Ann Arbor","check",NA,NA,"1800 Murfin Ct."
"756",2094,236,"Murray St.","Ann Arbor","",NA,NA,"236 Murray St."
"757",1475,206,"N. 14th St.","Ann Arbor","",NA,NA,"206 N. 14th St."
"758",1476,439,"N. Ashley St.","Ann Arbor","",NA,NA,"439 N. Ashley St."
"759",1477,1111,"N. Blackstone","Ann Arbor","",NA,NA,"1111 N. Blackstone"
"760",1478,126,"N. Division St.","Ann Arbor","",42.282142,-83.74325,"126 N. Division St."
"761",1479,218,"N. Division St.","Ann Arbor","",NA,NA,"218 N. Division St."
"762",1480,303,"N. Division St.","Ann Arbor","",NA,NA,"303 N. Division St."
"763",1481,418,"N. Division St.","Ann Arbor","",NA,NA,"418 N. Division St."
"764",1482,538,"N. Division St.","Ann Arbor","",NA,NA,"538 N. Division St."
"765",72,702,"N. Fifth Ave.","Ann Arbor","",42.286755,-83.74512,"702 N. Fifth Ave."
"766",299,212,"N. Fifth Ave.","Ann Arbor","",42.282684,-83.74569,"212 N. Fifth Ave."
"767",305,215,"N. Fifth Ave.","Ann Arbor","",42.282796,-83.74631,"215 N. Fifth Ave."
"768",306,501,"N. Fifth Ave.","Ann Arbor","",42.284971,-83.7461,"501 N. Fifth Ave."
"769",307,502,"N. Fifth Ave.","Ann Arbor","",42.284963,-83.74561,"502 N. Fifth Ave."
"770",621,511,"N. Fifth Ave.","Ann Arbor","",42.285242,-83.74629,"511 N. Fifth Ave."
"771",630,520,"N. Fifth Ave.","Ann Arbor","",42.285574,-83.74552,"520 N. Fifth Ave."
"772",640,504,"N. Fifth Ave.","Ann Arbor","",42.285088,-83.74559,"504 N. Fifth Ave."
"773",641,518,"N. Fifth Ave.","Ann Arbor","",42.285462,-83.74551,"518 N. Fifth Ave."
"774",667,616,"N. Fifth Ave.","Ann Arbor","",42.286514,-83.74526,"616 N. Fifth Ave."
"775",670,530,"N. Fifth Ave.","Ann Arbor","",42.285908,-83.74554,"530 N. Fifth Ave."
"776",671,709,"N. Fifth Ave.","Ann Arbor","",42.287201,-83.74566,"709 N. Fifth Ave."
"777",700,609,"N. Fifth Ave.","Ann Arbor","",42.286489,-83.74611,"609 N. Fifth Ave."
"778",714,507,"N. Fifth Ave.","Ann Arbor","",NA,NA,"507 N. Fifth Ave."
"779",1483,161,"N. Fifth Ave.","Ann Arbor","",NA,NA,"161 N. Fifth Ave."
"780",1484,204,"N. Fifth Ave.","Ann Arbor","",42.282569,-83.74579,"204 N. Fifth Ave."
"781",1485,505,"N. Fifth Ave.","Ann Arbor","",NA,NA,"505 N. Fifth Ave."
"782",1486,514,"N. Fifth Ave.","Ann Arbor","",42.285354,-83.74569,"514 N. Fifth Ave."
"783",1488,521,"N. Fifth Ave.","Ann Arbor","",42.28566,-83.74606,"521 N. Fifth Ave."
"784",1489,526,"N. Fifth Ave.","Ann Arbor","",42.285745,-83.74533,"526 N. Fifth Ave."
"785",1490,603,"N. Fifth Ave.","Ann Arbor","",42.286203,-83.74613,"603 N. Fifth Ave."
"786",1491,605,"N. Fifth Ave.","Ann Arbor","",NA,NA,"605 N. Fifth Ave."
"787",1492,613,"N. Fifth Ave.","Ann Arbor","",42.286629,-83.74598,"613 N. Fifth Ave."
"788",1493,645,"N. Fifth Ave.","Ann Arbor","",42.287026,-83.74711,"645 N. Fifth Ave."
"789",1494,721,"N. Fifth Ave.","Ann Arbor","",NA,NA,"721 N. Fifth Ave."
"790",619,502,"N. Fifth St.","Ann Arbor","",42.284873,-83.74568,"502 N. Fifth St."
"791",701,212,"N. Fifth St.","Ann Arbor","",42.282694,-83.74573,"212 N. Fifth St."
"792",1495,504,"N. Fifth St.","Ann Arbor","",42.284873,-83.74568,"504 N. Fifth St."
"793",618,217,"N. First St.","Ann Arbor","",42.283072,-83.75115,"217 N. First St."
"794",549,611,"N. Fourth Ave.","Ann Arbor","",42.285958,-83.74685,"611 N. Fourth Ave."
"795",646,645,"N. Fourth Ave.","Ann Arbor","",42.286841,-83.74715,"645 N. Fourth Ave."
"796",672,718,"N. Fourth Ave.","Ann Arbor","",42.28749,-83.74594,"718 N. Fourth Ave."
"797",698,635,"N. Fourth Ave.","Ann Arbor","",42.286017,-83.747,"635 N. Fourth Ave."
"798",699,652,"N. Fourth Ave.","Ann Arbor","",NA,NA,"652 N. Fourth Ave."
"799",716,504,"N. Fourth Ave.","Ann Arbor","",42.285134,-83.74705,"504 N. Fourth Ave."
"800",745,110,"N. Fourth Ave.","Ann Arbor","",NA,NA,"110 N. Fourth Ave."
"801",746,616,"N. Fourth Ave.","Ann Arbor","",NA,NA,"616 N. Fourth Ave."
"802",757,617,"N. Fourth Ave.","Ann Arbor","",42.285971,-83.74738,"617 N. Fourth Ave."
"803",1487,519,"N. Fourth Ave.","Ann Arbor","",42.2852,-83.74705,"519 N. Fourth Ave."
"804",1498,320,"N. Fourth Ave.","Ann Arbor","",NA,NA,"320 N. Fourth Ave."
"805",1499,409,"N. Fourth Ave.","Ann Arbor","",NA,NA,"409 N. Fourth Ave."
"806",1500,420,"N. Fourth Ave.","Ann Arbor","",NA,NA,"420 N. Fourth Ave."
"807",1501,508,"N. Fourth Ave.","Ann Arbor","",42.285214,-83.74678,"508 N. Fourth Ave."
"808",1502,511,"N. Fourth Ave.","Ann Arbor","",NA,NA,"511 N. Fourth Ave."
"809",1504,625,"N. Fourth Ave.","Ann Arbor","",42.286199,-83.74736,"625 N. Fourth Ave."
"810",1505,637,"N. Fourth Ave.","Ann Arbor","",NA,NA,"637 N. Fourth Ave."
"811",1510,720,"N. Fourth Ave.","Ann Arbor","",NA,NA,"720 N. Fourth Ave."
"812",1511,503,"N. Fourth Ave.","Ann Arbor","",NA,NA,"503 N. Fourth Ave."
"813",1513,714,"N. Fourth Ave.","Ann Arbor","",NA,NA,"714 N. Fourth Ave."
"814",2234,712,"N. Fourth Ave.","Ann Arbor","",NA,NA,"712 N. Fourth Ave."
"815",2244,212,"N. Fourth Ave.","Ann Arbor","",NA,NA,"212 N. Fourth Ave."
"816",1104,211,"N. Fourth Ave.","Ann Arbor","Dunbar Civic League",NA,NA,"211 N. Fourth Ave."
"817",1506,635,"N. Fourth St.","Ann Arbor","",42.28667,-83.74676,"635 N. Fourth St."
"818",1507,645,"N. Fourth St.","Ann Arbor","",NA,NA,"645 N. Fourth St."
"819",1508,646,"N. Fourth St.","Ann Arbor","",42.286963,-83.74642,"646 N. Fourth St."
"820",616,426,"N. Ingalls St.","Ann Arbor","",42.28493,-83.73811,"426 N. Ingalls St."
"821",791,114,"N. Ingalls St.","Ann Arbor","",42.281814,-83.73811,"114 N. Ingalls St."
"822",1514,2460,"N. LaSalle","Ann Arbor","",NA,NA,"2460 N. LaSalle"
"823",617,724,"N. Main St.","Ann Arbor","",NA,NA,"724 N. Main St."
"824",637,5312,"N. Main St.","Ann Arbor","",42.2796,-83.7487,"53 1/2 N. Main St."
"825",689,1315,"N. Main St.","Ann Arbor","",42.296698,-83.74677,"1315 N. Main St."
"826",710,718,"N. Main St.","Ann Arbor","",NA,NA,"718 N. Main St."
"827",758,733,"N. Main St.","Ann Arbor","",NA,NA,"733 N. Main St."
"828",1515,17,"N. Main St.","Ann Arbor","",NA,NA,"017 N. Main St."
"829",1516,120,"N. Main St.","Ann Arbor","",42.281522,-83.7485,"120 N. Main St."
"830",1517,1350,"N. Main St.","Ann Arbor","",NA,NA,"1350 N. Main St."
"831",1518,21112,"N. Main St.","Ann Arbor","",NA,NA,"211 1/2 N. Main St."
"832",1519,220,"N. Main St.","Ann Arbor","",NA,NA,"220 N. Main St."
"833",1520,23,"N. Main St.","Ann Arbor","",NA,NA,"23 N. Main St."
"834",1521,614,"N. Main St.","Ann Arbor","",NA,NA,"614 N. Main St."
"835",1522,707,"N. Main St.","Ann Arbor","",NA,NA,"707 N. Main St."
"836",1524,514,"N. Seventh St.","Ann Arbor","",NA,NA,"514 N. Seventh St."
"837",614,301,"N. State St.","Ann Arbor","",NA,NA,"301 N. State St."
"838",632,200,"N. State St.","Ann Arbor","",42.28229,-83.74065,"200 N. State St."
"839",759,403,"N. State St.","Ann Arbor","",NA,NA,"403 N. State St."
"840",1526,123,"N. State St.","Ann Arbor","",NA,NA,"123 N. State St."
"841",1527,216,"N. State St.","Ann Arbor","",NA,NA,"216 N. State St."
"842",1528,4,"N. State St.","Ann Arbor","",42.281231,-83.7409,"4 N. State St."
"843",1529,410,"N. State St.","Ann Arbor","",NA,NA,"410 N. State St."
"844",1530,411,"N. State St.","Ann Arbor","",42.28422,-83.74142,"411 N. State St."
"845",1531,502,"N. State St.","Ann Arbor","",NA,NA,"502 N. State St."
"846",1532,506,"N. State St.","Ann Arbor","",NA,NA,"506 N. State St."
"847",1533,20912,"N. State St.","Ann Arbor","",NA,NA,"209 1/2 N. State St."
"848",2143,545,"N. State St.","Ann Arbor","",NA,NA,"545 N. State St."
"849",724,315,"N. State St.","Ann Arbor","Michigan House Cooperative 1947 - Present",NA,NA,"315 N. State St."
"850",651,214,"N. Thayer St.","Ann Arbor","",NA,NA,"214 N. Thayer St."
"851",760,119,"N. Thayer St.","Ann Arbor","",42.281881,-83.74,"119 N. Thayer St."
"852",1534,110,"N. Thayer St.","Ann Arbor","",42.281624,-83.73944,"110 N. Thayer St."
"853",1535,205,"N. Thayer St.","Ann Arbor","",NA,NA,"205 N. Thayer St."
"854",1536,217,"N. Thayer St.","Ann Arbor","",NA,NA,"217 N. Thayer St."
"855",1538,317,"N. Thayer St.","Ann Arbor","",42.283648,-83.74005,"317 N. Thayer St."
"856",1539,321,"N. Thayer St.","Ann Arbor","",NA,NA,"321 N. Thayer St."
"857",1540,213,"N. Thayer St.","Ann Arbor","",NA,NA,"213 N. Thayer St."
"858",2195,209,"N. Thayer St.","Ann Arbor","",NA,NA,"209 N. Thayer St."
"859",761,412,"N. Thayer St.","Ann Arbor","check if north",NA,NA,"412 N. Thayer St."
"860",1537,312,"N. Thayer St.","Ann Arbor","check if north",NA,NA,"312 N. Thayer St."
"861",762,919,"N. University Ave.","Ann Arbor","",NA,NA,"919 N. University Ave."
"862",1541,1017,"N. University Ave.","Ann Arbor","",NA,NA,"1017 N. University Ave."
"863",1542,1330,"N. University Ave.","Ann Arbor","",NA,NA,"1330 N. University Ave."
"864",1543,1340,"N. University Ave.","Ann Arbor","",NA,NA,"1340 N. University Ave."
"865",1544,925,"N. University Ave.","Ann Arbor","",42.278766,-83.73615,"925 N. University Ave."
"866",1545,1324,"N. University Ave.","Ann Arbor","",NA,NA,"1324 N. University Ave."
"867",610,NA,"New WRH","Ann Arbor","Alice Lloyd Dorm",NA,NA,"New WRH"
"868",1548,1200,"Newport Road","Ann Arbor","",NA,NA,"1200 Newport Road"
"869",676,1139,"Nielsen Court","Ann Arbor","",NA,NA,"1139 Nielsen Court"
"870",763,1131,"Nielsen Court","Ann Arbor","",NA,NA,"1131 Nielsen Court"
"871",764,1125,"Nielsen Court","Ann Arbor","",NA,NA,"1125 Nielsen Court"
"872",765,1144,"Nielsen Court","Ann Arbor","",42.29064,-83.73414,"1144 Nielsen Court"
"873",1549,1114,"Nielsen Court","Ann Arbor","",NA,NA,"1114 Nielsen Court"
"874",1550,1118,"Nielsen Court","Ann Arbor","",NA,NA,"1118 Nielsen Court"
"875",1551,1120,"Nielsen Court","Ann Arbor","",NA,NA,"1120 Nielsen Court"
"876",1552,1127,"Nielsen Court","Ann Arbor","",NA,NA,"1127 Nielsen Court"
"877",1553,1128,"Nielsen Court","Ann Arbor","",NA,NA,"1128 Nielsen Court"
"878",1554,1142,"Nielsen Court","Ann Arbor","",NA,NA,"1142 Nielsen Court"
"879",1555,1143,"Nielsen Court","Ann Arbor","",NA,NA,"1143 Nielsen Court"
"880",1556,409,"Nob Hill Place","Ann Arbor","",NA,NA,"409 Nob Hill Place"
"881",1557,2030,"Norfolk Ave.","Ann Arbor","",NA,NA,"2030 Norfolk Ave."
"882",18,2017,"Northwood Apts.","Ann Arbor","",NA,NA,"2017A Northwood Apts."
"883",18.1,1654,"Northwood Apts.","Ann Arbor","",NA,NA,"1654 Northwood Apts."
"884",18.2,1821,"Northwood Apts.","Ann Arbor","",NA,NA,"1821 Northwood Apts."
"885",2131,NA,"Northwood Apts.","Ann Arbor","",42.298877,-83.7162,"Northwood Apts."
"886",1561,NA,"nw corner 14th and Washington","Ann Arbor","Mrs. Emily Jones",NA,NA,"nw corner 14th and Washington"
"887",509,1130,"Oakland Ave.","Ann Arbor","",NA,NA,"1130 Oakland Ave."
"888",511,1110,"Oakland Ave.","Ann Arbor","",NA,NA,"1110 Oakland Ave."
"889",512,802,"Oakland Ave.","Ann Arbor","",NA,NA,"802 Oakland Ave."
"890",513,911,"Oakland Ave.","Ann Arbor","",NA,NA,"911 Oakland Ave."
"891",514,912,"Oakland Ave.","Ann Arbor","",NA,NA,"912 Oakland Ave."
"892",515,915,"Oakland Ave.","Ann Arbor","",42.270834,-83.73813,"915 Oakland Ave."
"893",654,1000,"Oakland Ave.","Ann Arbor","",42.269941,-83.73766,"1000 Oakland Ave."
"894",1563,1001,"Oakland Ave.","Ann Arbor","",42.270526,-83.73767,"1001 Oakland Ave."
"895",1564,1030,"Oakland Ave.","Ann Arbor","",NA,NA,"1030 Oakland Ave."
"896",1565,1208,"Oakland Ave.","Ann Arbor","",NA,NA,"1208 Oakland Ave."
"897",1566,723,"Oakland Ave.","Ann Arbor","",NA,NA,"723 Oakland Ave."
"898",1567,727,"Oakland Ave.","Ann Arbor","",NA,NA,"727 Oakland Ave."
"899",1568,91,"Oakland Ave.","Ann Arbor","",NA,NA,"91 Oakland Ave."
"900",2194,905,"Oakland Ave.","Ann Arbor","",NA,NA,"905 Oakland Ave."
"901",2006,900,"Oakland Ave.","Ann Arbor","Lester House Coop",NA,NA,"900 Oakland Ave."
"902",510,1102,"Oakland Ave.","Ann Arbor","Lester House Cooperative 1943 - 1952",42.27005,-83.73543,"1102 Oakland Ave."
"903",638,1017,"Oakland Ave.","Ann Arbor","Owen House Cooperative 1944 - Present",42.270476,-83.7373,"1017 Oakland Ave."
"904",1572,3550,"Oakwood St.","Ann Arbor","",NA,NA,"3550 Oakwood St."
"905",1574,402,"Observatory St.","Ann Arbor","",42.278276,-83.73113,"402 Observatory St."
"906",1575,911,"Olivia St.","Ann Arbor","",NA,NA,"911 Olivia St."
"907",1576,6622,"Orange Lane","Ann Arbor","",NA,NA,"6622 Orange Lane"
"908",1579,1922,"Orchard St.","Ann Arbor","Ann Arbor?",NA,NA,"1922 Orchard St."
"909",1578,1822,"Orchard St. ","Ann Arbor","Ann Arbor?",NA,NA,"1822 Orchard St. "
"910",1582,605,"Oswego St.","Ann Arbor","",NA,NA,"605 Oswego St."
"911",12,NA,"Oxford Housing","Ann Arbor","",42.274489,-83.72605,"Oxford Housing"
"912",12.1,NA,"Oxford Housing - Cheever","Ann Arbor","dorm",NA,NA,"Oxford Housing - Cheever"
"913",12.2,NA,"Oxford Housing - Emmanuel","Ann Arbor","dorm",NA,NA,"Oxford Housing - Emmanuel"
"914",12.3,NA,"Oxford Housing - Goddard","Ann Arbor","dorm",NA,NA,"Oxford Housing - Goddard"
"915",12.4,NA,"Oxford Housing - Seeley","Ann Arbor","dorm",NA,NA,"Oxford Housing - Seeley"
"916",12.5,NA,"Oxford Housing - Vandenburg","Ann Arbor","dorm",NA,NA,"Oxford Housing - Vandenburg"
"917",517,623,"Oxford Rd.","Ann Arbor","",42.274443,-83.72605,"623 Oxford Rd."
"918",519,627,"Oxford Rd.","Ann Arbor","",NA,NA,"627 Oxford Rd."
"919",679,NA,"Oxford Rd.","Ann Arbor","",NA,NA,"Oxford Rd."
"920",1587,603,"Oxford Rd.","Ann Arbor","",NA,NA,"603 Oxford Rd."
"921",1588,613,"Oxford Rd.","Ann Arbor","",NA,NA,"613 Oxford Rd."
